Minuto_Video,Equipo_Recuperador,Zona_Recuperacion,Nuevo_Estado_Ataque,Cambio_Lado_Activo,Frame_Exacto
01:24,Local,Z2_25yd_50yd_Local,Ataca_Abajo (Local),False,2544
